Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000034903	Cobll1	ENSG00000082438	COBLL1
ENSMUSG00000058806	Col13a1	ENSG00000197467	COL13A1
ENSMUSG00000001435	Col18a1	ENSG00000182871	COL18A1
ENSMUSG00000001506	Col1a1	ENSG00000108821	COL1A1
ENSMUSG00000026043	Col3a1	ENSG00000168542	COL3A1
ENSMUSG00000020241	Col6a2	ENSG00000142173	COL6A2
ENSMUSG00000029213	Commd8	ENSG00000169019	COMMD8
ENSMUSG00000027163	Commd9	ENSG00000110442	COMMD9
ENSMUSG00000005220	Corin	ENSG00000145244	CORIN
ENSMUSG00000004530	Coro1c	ENSG00000110880	CORO1C
ENSMUSG00000025488	Cox8b	ENSG00000187581	COX8C
ENSMUSG00000039007	Cpq	ENSG00000104324	CPQ
ENSMUSG00000078937	Cpt1b	ENSG00000205560	CPT1B
ENSMUSG00000061414	Cracr2a	ENSG00000130038	CRACR2A
ENSMUSG00000025958	Creb1	ENSG00000118260	CREB1
ENSMUSG00000053007	Creb5	ENSG00000146592	CREB5
ENSMUSG00000049796	Crh	ENSG00000147571	CRH
ENSMUSG00000030527	Crtc3	ENSG00000140577	CRTC3
ENSMUSG00000022723	Crybg3	ENSG00000080200	CRYBG3
ENSMUSG00000033501	Crygs	ENSG00000213139	CRYGS
ENSMUSG00000036356	Csgalnact1		
ENSMUSG00000046934	Csl		
ENSMUSG00000024576	Csnk1a1	ENSG00000113712	CSNK1A1
ENSMUSG00000073563	Csnk1g3	ENSG00000151292	CSNK1G3
ENSMUSG00000020186	Csrp2	ENSG00000175183	CSRP2
ENSMUSG00000030470	Csrp3	ENSG00000129170	CSRP3
ENSMUSG00000027176	Cstf3	ENSG00000176102	CSTF3
ENSMUSG00000070495	Ctcfl	ENSG00000124092	CTCFL
ENSMUSG00000052928	Ctif	ENSG00000134030	CTIF
ENSMUSG00000037815	Ctnna1	ENSG00000044115	CTNNA1
ENSMUSG00000060843	Ctnna3	ENSG00000183230	CTNNA3
ENSMUSG00000038816	Ctnnal1	ENSG00000119326	CTNNAL1
ENSMUSG00000006932	Ctnnb1	ENSG00000168036	CTNNB1
ENSMUSG00000034101	Ctnnd1	ENSG00000198561	CTNND1
ENSMUSG00000032359	Ctsh	ENSG00000103811	CTSH
ENSMUSG00000000416	Cttnbp2	ENSG00000077063	CTTNBP2
ENSMUSG00000029705	Cux1	ENSG00000257923	CUX1
ENSMUSG00000042589	Cux2	ENSG00000111249	CUX2
ENSMUSG00000027014	Cwc22	ENSG00000163510	CWC22
ENSMUSG00000061353	Cxcl12	ENSG00000107562	CXCL12
ENSMUSG00000045382	Cxcr4	ENSG00000121966	CXCR4
ENSMUSG00000046668	Cxxc5	ENSG00000171604	CXXC5
ENSMUSG00000027015	Cybrd1	ENSG00000071967	CYBRD1
ENSMUSG00000024987	Cyp26a1	ENSG00000095596	CYP26A1
ENSMUSG00000063415	Cyp26b1	ENSG00000003137	CYP26B1
ENSMUSG00000023963	Cyp39a1	ENSG00000146233	CYP39A1
ENSMUSG00000039224	D1Pas1		
ENSMUSG00000068373	D430041D05Rik	ENSG00000110427	KIAA1549L
ENSMUSG00000034574	Daam1	ENSG00000100592	DAAM1
ENSMUSG00000026883	Dab2ip	ENSG00000136848	DAB2IP
ENSMUSG00000044548	Dact1	ENSG00000165617	DACT1
ENSMUSG00000068921	Dap3	ENSG00000132676	DAP3
ENSMUSG00000026989	Dapl1	ENSG00000163331	DAPL1
ENSMUSG00000028159	Dapp1	ENSG00000070190	DAPP1
ENSMUSG00000053161	Daw1	ENSG00000123977	DAW1
ENSMUSG00000035107	Dcbld2	ENSG00000057019	DCBLD2
ENSMUSG00000036862	Dchs1	ENSG00000166341	DCHS1
ENSMUSG00000025077	Dclre1a	ENSG00000198924	DCLRE1A
ENSMUSG00000019929	Dcn	ENSG00000011465	DCN
ENSMUSG00000021962	Dcp1a	ENSG00000272886	DCP1A
ENSMUSG00000041477	Dcp1b	ENSG00000151065	DCP1B
ENSMUSG00000024472	Dcp2	ENSG00000172795	DCP2
ENSMUSG00000031562	Dctd	ENSG00000129187	DCTD
ENSMUSG00000031516	Dctn6	ENSG00000104671	DCTN6
ENSMUSG00000020182	Ddc	ENSG00000132437	DDC
ENSMUSG00000025408	Ddit3	ENSG00000175197	DDIT3
ENSMUSG00000116429	Ddit3		
ENSMUSG00000020108	Ddit4	ENSG00000168209	DDIT4
ENSMUSG00000027905	Ddx20	ENSG00000064703	DDX20
ENSMUSG00000037921	Ddx60	ENSG00000137628	DDX60
ENSMUSG00000056268	Dennd1b	ENSG00000213047	DENND1B
ENSMUSG00000026208	Des	ENSG00000175084	DES
ENSMUSG00000038055	Dexi	ENSG00000182108	DEXI
ENSMUSG00000022861	Dgkg	ENSG00000058866	DGKG
ENSMUSG00000038665	Dgki	ENSG00000157680	DGKI
ENSMUSG00000062393	Dgkk	ENSG00000274588	DGKK
ENSMUSG00000014554	Dguok	ENSG00000114956	DGUOK
ENSMUSG00000024456	Diaph1	ENSG00000131504	DIAPH1
ENSMUSG00000023026	Dip2b	ENSG00000066084	DIP2B
ENSMUSG00000048264	Dip2c	ENSG00000151240	DIP2C
ENSMUSG00000043051	Disc1	ENSG00000162946	DISC1
ENSMUSG00000031523	Dlc1	ENSG00000164741	DLC1
ENSMUSG00000003279	Dlgap1		
ENSMUSG00000047495	Dlgap2	ENSG00000198010	DLGAP2
ENSMUSG00000024837	Dmrt1	ENSG00000137090	DMRT1
ENSMUSG00000048138	Dmrt2	ENSG00000173253	DMRT2
ENSMUSG00000047143	Dmrta2	ENSG00000142700	DMRTA2
ENSMUSG00000036052	Dnajb5	ENSG00000137094	DNAJB5
ENSMUSG00000026740	Dnajc1	ENSG00000136770	DNAJC1
ENSMUSG00000027166	Dnajc24	ENSG00000170946	DNAJC24
ENSMUSG00000022789	Dnm1l	ENSG00000087470	DNM1L
ENSMUSG00000026574	Dpt	ENSG00000143196	DPT
ENSMUSG00000085576	Dpy19l2	ENSG00000177990	DPY19L2
ENSMUSG00000033308	Dpyd	ENSG00000188641	DPYD
ENSMUSG00000022705	Drd3	ENSG00000151577	DRD3
ENSMUSG00000054889	Dsp	ENSG00000096696	DSP
ENSMUSG00000026131	Dst	ENSG00000151914	DST
ENSMUSG00000024505	Dtwd2	ENSG00000169570	DTWD2
ENSMUSG00000031530	Dusp4	ENSG00000120875	DUSP4
ENSMUSG00000019960	Dusp6	ENSG00000139318	DUSP6
ENSMUSG00000027012	Dync1i2	ENSG00000077380	DYNC1I2
ENSMUSG00000022897	Dyrk1a	ENSG00000157540	DYRK1A
ENSMUSG00000033788	Dysf	ENSG00000135636	DYSF
ENSMUSG00000048747	E130114P18Rik		
ENSMUSG00000031616	Ednra	ENSG00000151617	EDNRA
ENSMUSG00000022544	Eef2kmt	ENSG00000186523	FAM86B1
ENSMUSG00000022544	Eef2kmt	ENSG00000118894	EEF2KMT
ENSMUSG00000022544	Eef2kmt	ENSG00000145002	FAM86B2
ENSMUSG00000021176	Efcab11	ENSG00000140025	EFCAB11
ENSMUSG00000026495	Efcab2	ENSG00000203666	EFCAB2
ENSMUSG00000048915	Efna5	ENSG00000184349	EFNA5
ENSMUSG00000000402	Egfl6	ENSG00000198759	EGFL6
ENSMUSG00000042961	Egflam	ENSG00000164318	EGFLAM
ENSMUSG00000031987	Egln1	ENSG00000135766	EGLN1
ENSMUSG00000031987	Egln1	ENSG00000287856	
ENSMUSG00000035105	Egln3	ENSG00000129521	EGLN3
ENSMUSG00000042302	Ehbp1	ENSG00000115504	EHBP1
ENSMUSG00000057561	Eif1a		
ENSMUSG00000026427	Eif2d	ENSG00000143486	EIF2D
ENSMUSG00000043424	Eif3j2	ENSG00000104131	EIF3J
ENSMUSG00000093661	Eif4e3	ENSG00000163412	EIF4E3
ENSMUSG00000028760	Eif4g3	ENSG00000075151	EIF4G3
ENSMUSG00000020549	Elac2	ENSG00000006744	ELAC2
ENSMUSG00000028546	Elavl4	ENSG00000162374	ELAVL4
ENSMUSG00000031103	Elf4	ENSG00000102034	ELF4
ENSMUSG00000008398	Elk3	ENSG00000111145	ELK3
ENSMUSG00000054690	Emcn	ENSG00000164035	EMCN
ENSMUSG00000032624	Eml4	ENSG00000143924	EML4
ENSMUSG00000041773	Enc1	ENSG00000171617	ENC1
ENSMUSG00000021236	Entpd5	ENSG00000187097	ENTPD5
ENSMUSG00000024140	Epas1	ENSG00000116016	EPAS1
ENSMUSG00000019978	Epb41l2	ENSG00000079819	EPB41L2
ENSMUSG00000024044	Epb41l3	ENSG00000082397	EPB41L3
ENSMUSG00000024376	Epb41l4a	ENSG00000129595	EPB41L4A
ENSMUSG00000028434	Epb41l4b	ENSG00000095203	EPB41L4B
ENSMUSG00000026235	Epha4	ENSG00000116106	EPHA4
ENSMUSG00000015766	Eps8	ENSG00000151491	EPS8
ENSMUSG00000028575	Eqtn	ENSG00000120160	EQTN
ENSMUSG00000062209	Erbb4	ENSG00000178568	ERBB4
ENSMUSG00000001576	Ergic1	ENSG00000113719	ERGIC1
ENSMUSG00000030219	Erp27	ENSG00000139055	ERP27
ENSMUSG00000019768	Esr1	ENSG00000091831	ESR1
ENSMUSG00000021055	Esr2	ENSG00000140009	ESR2
ENSMUSG00000021255	Esrrb	ENSG00000119715	ESRRB
ENSMUSG00000026610	Esrrg	ENSG00000196482	ESRRG
ENSMUSG00000016984	Etaa1	ENSG00000143971	ETAA1
ENSMUSG00000030275	Etnk1	ENSG00000139163	ETNK1
ENSMUSG00000032035	Ets1	ENSG00000134954	ETS1
ENSMUSG00000013089	Etv5	ENSG00000244405	ETV5
ENSMUSG00000030199	Etv6	ENSG00000139083	ETV6
ENSMUSG00000021262	Evl	ENSG00000196405	EVL
ENSMUSG00000039748	Exo1	ENSG00000174371	EXO1
ENSMUSG00000010461	Eya4	ENSG00000112319	EYA4
ENSMUSG00000031138	F9	ENSG00000101981	F9
ENSMUSG00000026655	Fam107b	ENSG00000065809	FAM107B
ENSMUSG00000028995	Fam126a	ENSG00000122591	FAM126A
ENSMUSG00000026153	Fam135a	ENSG00000082269	FAM135A
ENSMUSG00000021234	Fam161b	ENSG00000156050	FAM161B
ENSMUSG00000019856	Fam184a	ENSG00000111879	FAM184A
ENSMUSG00000071604	Fam189a2	ENSG00000135063	FAM189A2
ENSMUSG00000027505	Fam209	ENSG00000124103	FAM209A
ENSMUSG00000027505	Fam209	ENSG00000213714	FAM209B
ENSMUSG00000020614	Fam20a	ENSG00000108950	FAM20A
ENSMUSG00000038121	Fam210a	ENSG00000177150	FAM210A
ENSMUSG00000050592	Fam78a	ENSG00000126882	FAM78A
ENSMUSG00000021461	Fancc	ENSG00000158169	FANCC
ENSMUSG00000004018	Fancl	ENSG00000115392	FANCL
ENSMUSG00000021186	Fbln5	ENSG00000140092	FBLN5
ENSMUSG00000069805	Fbp1	ENSG00000165140	FBP1
ENSMUSG00000023965	Fbxl17	ENSG00000145743	FBXL17
ENSMUSG00000038206	Fbxo8	ENSG00000164117	FBXO8
ENSMUSG00000022788	Fgd4	ENSG00000139132	FGD4
ENSMUSG00000036585	Fgf1	ENSG00000113578	FGF1
ENSMUSG00000031137	Fgf13	ENSG00000129682	FGF13
ENSMUSG00000057967	Fgf18	ENSG00000156427	FGF18
ENSMUSG00000030849	Fgfr2	ENSG00000066468	FGFR2
ENSMUSG00000039899	Fgl2	ENSG00000127951	FGL2
ENSMUSG00000008136	Fhl2	ENSG00000115641	FHL2
ENSMUSG00000075324	Fign	ENSG00000182263	FIGN
ENSMUSG00000034898	Filip1	ENSG00000118407	FILIP1
ENSMUSG00000043336	Filip1l	ENSG00000168386	FILIP1L
ENSMUSG00000029648	Flt1	ENSG00000102755	FLT1
ENSMUSG00000044042	Fmn1	ENSG00000248905	FMN1
ENSMUSG00000028088	Fmo5	ENSG00000131781	FMO5
ENSMUSG00000039286	Fndc3b	ENSG00000075420	FNDC3B
ENSMUSG00000061175	Fnip2	ENSG00000052795	FNIP2
ENSMUSG00000033713	Foxn3	ENSG00000053254	FOXN3
