Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000021764	Ndufs4	ENSG00000164258	NDUFS4
ENSMUSG00000032216	Nedd4	ENSG00000069869	NEDD4
ENSMUSG00000005397	Nid1	ENSG00000116962	NID1
ENSMUSG00000026575	Nme7	ENSG00000143156	NME7
ENSMUSG00000041616	Nppa	ENSG00000175206	NPPA
ENSMUSG00000038803	Ost4	ENSG00000228474	OST4
ENSMUSG00000024767	Otub1	ENSG00000167770	OTUB1
ENSMUSG00000025364	Pa2g4		
ENSMUSG00000022283	Pabpc1		
ENSMUSG00000029247	Paics	ENSG00000128050	PAICS
ENSMUSG00000051695	Pcbp1	ENSG00000169564	PCBP1
ENSMUSG00000030417	Pdcd5	ENSG00000105185	PDCD5
ENSMUSG00000025823	Pdia4	ENSG00000155660	PDIA4
ENSMUSG00000026664	Phyh	ENSG00000107537	PHYH
ENSMUSG00000019817	Plagl1	ENSG00000118495	PLAGL1
ENSMUSG00000022803	Popdc2	ENSG00000121577	POPDC2
ENSMUSG00000020720	Psmd12	ENSG00000197170	PSMD12
ENSMUSG00000005625	Psmd4	ENSG00000159352	PSMD4
ENSMUSG00000030122	Ptms		
ENSMUSG00000057236	Rbbp4	ENSG00000162521	RBBP4
ENSMUSG00000028945	Rheb	ENSG00000106615	RHEB
ENSMUSG00000028557	Rnf11	ENSG00000123091	RNF11
ENSMUSG00000062006	Rpl34	ENSG00000109475	RPL34
ENSMUSG00000057322	Rpl38	ENSG00000172809	RPL38
ENSMUSG00000067274	Rplp0	ENSG00000089157	RPLP0
ENSMUSG00000005846	Rsl1d1	ENSG00000171490	RSL1D1
ENSMUSG00000025203	Scd2	ENSG00000099194	SCD
ENSMUSG00000028820	Sfpq	ENSG00000116560	SFPQ
ENSMUSG00000025066	Sfr1	ENSG00000156384	SFR1
ENSMUSG00000037062	Sh3glb1	ENSG00000097033	SH3GLB1
ENSMUSG00000061904	Slc25a3		
ENSMUSG00000022982	Sod1	ENSG00000142168	SOD1
ENSMUSG00000018379	Srsf1	ENSG00000136450	SRSF1
ENSMUSG00000071172	Srsf3	ENSG00000112081	SRSF3
ENSMUSG00000026547	Tagln2	ENSG00000158710	TAGLN2
ENSMUSG00000042043	Tbca	ENSG00000171530	TBCA
ENSMUSG00000031708	Tecr	ENSG00000099797	TECR
ENSMUSG00000037820	Tgm2	ENSG00000198959	TGM2
ENSMUSG00000004945	Tmem242	ENSG00000215712	TMEM242
ENSMUSG00000036372	Tmem258	ENSG00000134825	TMEM258
ENSMUSG00000026418	Tnni1	ENSG00000159173	TNNI1
ENSMUSG00000064179	Tnnt1	ENSG00000105048	TNNT1
ENSMUSG00000026414	Tnnt2	ENSG00000118194	TNNT2
ENSMUSG00000030352	Tspan9	ENSG00000011105	TSPAN9
ENSMUSG00000072235	Tuba1a	ENSG00000167552	TUBA1A
ENSMUSG00000045136	Tubb2b	ENSG00000137285	TUBB2B
ENSMUSG00000038462	Uqcrfs1	ENSG00000169021	UQCRFS1
ENSMUSG00000063882	Uqcrh	ENSG00000173660	UQCRH
ENSMUSG00000063882	Uqcrh	ENSG00000233954	UQCRHL
ENSMUSG00000024091	Vapa	ENSG00000101558	VAPA
ENSMUSG00000026728	Vim	ENSG00000026025	VIM
ENSMUSG00000018326	Ywhab	ENSG00000166913	YWHAB
