Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000032366	Tpm1	ENSG00000140416	TPM1
ENSMUSG00000060913	Trim55	ENSG00000147573	TRIM55
ENSMUSG00000028834	Trim63	ENSG00000158022	TRIM63
ENSMUSG00000051747	Ttn	ENSG00000155657	TTN
ENSMUSG00000038991	Txndc5	ENSG00000239264	TXNDC5
ENSMUSG00000027011	Ube2e3	ENSG00000170035	UBE2E3
ENSMUSG00000018845	Unc45b	ENSG00000141161	UNC45B
ENSMUSG00000021614	Vcan	ENSG00000038427	VCAN
ENSMUSG00000008892	Vdac3	ENSG00000078668	VDAC3
ENSMUSG00000045690	Wdr89	ENSG00000140006	WDR89
ENSMUSG00000028173	Wls	ENSG00000116729	WLS
ENSMUSG00000021156	Zmynd11	ENSG00000015171	ZMYND11
