Gene stable ID	Gene name	Human gene stable ID	Human gene name
ENSMUSG00000029616	Erp29	ENSG00000089248	ERP29
ENSMUSG00000004610	Etfb	ENSG00000105379	ETFB
ENSMUSG00000009079	Ewsr1	ENSG00000182944	EWSR1
ENSMUSG00000052397	Ezr	ENSG00000092820	EZR
ENSMUSG00000048376	F2r	ENSG00000181104	F2R
ENSMUSG00000038014	Fam120a	ENSG00000048828	FAM120A
ENSMUSG00000003955	Fam162a	ENSG00000114023	FAM162A
ENSMUSG00000028959	Fastk	ENSG00000164896	FASTK
ENSMUSG00000037712	Fermt2	ENSG00000073712	FERMT2
ENSMUSG00000026526	Fh1	ENSG00000091483	FH
ENSMUSG00000032966	Fkbp1a	ENSG00000088832	FKBP1A
ENSMUSG00000032966	Fkbp1a	ENSG00000198225	FKBP1C
ENSMUSG00000030357	Fkbp4	ENSG00000004478	FKBP4
ENSMUSG00000029781	Fkbp9	ENSG00000122642	FKBP9
ENSMUSG00000031328	Flna	ENSG00000196924	FLNA
ENSMUSG00000026193	Fn1	ENSG00000115414	FN1
ENSMUSG00000029581	Fscn1	ENSG00000075618	FSCN1
ENSMUSG00000022816	Fstl1	ENSG00000163430	FSTL1
ENSMUSG00000024661	Fth1	ENSG00000167996	FTH1
ENSMUSG00000030795	Fus	ENSG00000089280	FUS
ENSMUSG00000027680	Fxr1	ENSG00000114416	FXR1
ENSMUSG00000000253	Gmpr	ENSG00000137198	GMPR
ENSMUSG00000027523	Gnas	ENSG00000087460	GNAS
ENSMUSG00000029064	Gnb1	ENSG00000078369	GNB1
ENSMUSG00000032766	Gng11	ENSG00000127920	GNG11
ENSMUSG00000068523	Gng5		
ENSMUSG00000055653	Gpc3	ENSG00000147257	GPC3
ENSMUSG00000036427	Gpi1	ENSG00000105220	GPI
ENSMUSG00000018339	Gpx3	ENSG00000211445	GPX3
ENSMUSG00000075706	Gpx4	ENSG00000167468	GPX4
ENSMUSG00000072772	Grcc10	ENSG00000111678	C12orf57
ENSMUSG00000004032	Gstm5	ENSG00000134202	GSTM3
ENSMUSG00000060261	Gtf2i	ENSG00000263001	GTF2I
ENSMUSG00000003865	Gys1	ENSG00000104812	GYS1
ENSMUSG00000016559	H3f3b	ENSG00000188375	H3-5
ENSMUSG00000019777	Hdac2	ENSG00000196591	HDAC2
ENSMUSG00000004897	Hdgf	ENSG00000143321	HDGF
ENSMUSG00000034088	Hdlbp	ENSG00000115677	HDLBP
ENSMUSG00000037012	Hk1	ENSG00000156515	HK1
ENSMUSG00000007836	Hnrnpa0	ENSG00000177733	HNRNPA0
ENSMUSG00000007850	Hnrnph1	ENSG00000169045	HNRNPH1
ENSMUSG00000015165	Hnrnpl		
ENSMUSG00000059208	Hnrnpm	ENSG00000099783	HNRNPM
ENSMUSG00000039630	Hnrnpu	ENSG00000153187	HNRNPU
ENSMUSG00000040725	Hnrnpul1	ENSG00000105323	HNRNPUL1
ENSMUSG00000025630	Hprt	ENSG00000165704	HPRT1
ENSMUSG00000023944	Hsp90ab1	ENSG00000096384	HSP90AB1
ENSMUSG00000020361	Hspa4	ENSG00000170606	HSPA4
ENSMUSG00000015656	Hspa8	ENSG00000109971	HSPA8
ENSMUSG00000028763	Hspg2	ENSG00000142798	HSPG2
ENSMUSG00000020644	Id2	ENSG00000115738	ID2
ENSMUSG00000007872	Id3	ENSG00000117318	ID3
ENSMUSG00000030541	Idh2	ENSG00000182054	IDH2
ENSMUSG00000027406	Idh3b	ENSG00000101365	IDH3B
ENSMUSG00000002010	Idh3g	ENSG00000067829	IDH3G
ENSMUSG00000048583	Igf2	ENSG00000167244	IGF2
ENSMUSG00000023830	Igf2r	ENSG00000197081	IGF2R
ENSMUSG00000025809	Itgb1	ENSG00000150093	ITGB1
ENSMUSG00000022108	Itm2b	ENSG00000136156	ITM2B
ENSMUSG00000026223	Itm2c	ENSG00000135916	ITM2C
ENSMUSG00000023150	Ivns1abp	ENSG00000116679	IVNS1ABP
ENSMUSG00000031948	Kars	ENSG00000065427	KARS1
ENSMUSG00000002778	Kdelr1	ENSG00000105438	KDELR1
ENSMUSG00000079111	Kdelr2	ENSG00000136240	KDELR2
ENSMUSG00000028790	Khdrbs1	ENSG00000121774	KHDRBS1
ENSMUSG00000006740	Kif5b	ENSG00000170759	KIF5B
ENSMUSG00000042747	Krtcap2	ENSG00000163463	KRTCAP2
ENSMUSG00000021843	Ktn1	ENSG00000126777	KTN1
ENSMUSG00000026478	Lamc1	ENSG00000135862	LAMC1
ENSMUSG00000063229	Ldha	ENSG00000134333	LDHA
ENSMUSG00000068220	Lgals1	ENSG00000100097	LGALS1
ENSMUSG00000024590	Lmnb1	ENSG00000113368	LMNB1
ENSMUSG00000034192	Lsm3	ENSG00000170860	LSM3
ENSMUSG00000031848	Lsm4	ENSG00000130520	LSM4
ENSMUSG00000015889	Lta4h	ENSG00000111144	LTA4H
ENSMUSG00000032479	Map4	ENSG00000047849	MAP4
ENSMUSG00000016528	Mapkapk2	ENSG00000162889	MAPKAPK2
ENSMUSG00000069662	Marcks	ENSG00000277443	MARCKS
ENSMUSG00000047945	Marcksl1	ENSG00000175130	MARCKSL1
ENSMUSG00000053907	Mat2a	ENSG00000168906	MAT2A
ENSMUSG00000030678	Maz	ENSG00000103495	MAZ
ENSMUSG00000018893	Mb	ENSG00000198125	MB
ENSMUSG00000035478	Mbd3	ENSG00000071655	MBD3
ENSMUSG00000032135	Mcam	ENSG00000076706	MCAM
ENSMUSG00000019179	Mdh2	ENSG00000146701	MDH2
ENSMUSG00000030291	Med21	ENSG00000152944	MED21
ENSMUSG00000030557	Mef2a	ENSG00000068305	MEF2A
ENSMUSG00000030876	Mettl9	ENSG00000197006	METTL9
ENSMUSG00000035621	Midn	ENSG00000167470	MIDN
ENSMUSG00000033307	Mif	ENSG00000240972	MIF
ENSMUSG00000048578	Mlec	ENSG00000110917	MLEC
ENSMUSG00000030120	Mlf2	ENSG00000089693	MLF2
ENSMUSG00000026766	Mmadhc	ENSG00000168288	MMADHC
ENSMUSG00000003948	Mmd	ENSG00000108960	MMD
ENSMUSG00000000957	Mmp14	ENSG00000157227	MMP14
ENSMUSG00000031790	Mmp15	ENSG00000102996	MMP15
ENSMUSG00000055302	Mrfap1	ENSG00000170846	
ENSMUSG00000055302	Mrfap1	ENSG00000179010	MRFAP1
ENSMUSG00000055302	Mrfap1	ENSG00000178988	MRFAP1L1
ENSMUSG00000039640	Mrpl12	ENSG00000262814	MRPL12
ENSMUSG00000019710	Mrpl24	ENSG00000143314	MRPL24
ENSMUSG00000106918	Mrpl33	ENSG00000243147	MRPL33
ENSMUSG00000030037	Mrpl53	ENSG00000204822	MRPL53
ENSMUSG00000034932	Mrpl54	ENSG00000183617	MRPL54
ENSMUSG00000023723	Mrps23	ENSG00000181610	MRPS23
ENSMUSG00000069769	Msi2	ENSG00000153944	MSI2
ENSMUSG00000031207	Msn	ENSG00000147065	MSN
ENSMUSG00000051236	Msrb3	ENSG00000174099	MSRB3
ENSMUSG00000024012	Mtch1	ENSG00000137409	MTCH1
ENSMUSG00000046671	Mtfr1l	ENSG00000117640	MTFR1L
ENSMUSG00000045636	Mtus1	ENSG00000129422	MTUS1
ENSMUSG00000020900	Myh10	ENSG00000133026	MYH10
ENSMUSG00000024048	Myl12a	ENSG00000101608	MYL12A
ENSMUSG00000034868	Myl12b	ENSG00000118680	MYL12B
ENSMUSG00000090841	Myl6		
ENSMUSG00000067818	Myl9	ENSG00000101335	MYL9
ENSMUSG00000024049	Myom1	ENSG00000101605	MYOM1
ENSMUSG00000028693	Nasp	ENSG00000132780	NASP
ENSMUSG00000026234	Ncl	ENSG00000115053	NCL
ENSMUSG00000024425	Ndfip1	ENSG00000131507	NDFIP1
ENSMUSG00000004558	Ndrg2	ENSG00000165795	NDRG2
ENSMUSG00000026260	Ndufa10	ENSG00000130414	NDUFA10
ENSMUSG00000036199	Ndufa13	ENSG00000186010	NDUFA13
ENSMUSG00000022450	Ndufa6	ENSG00000184983	NDUFA6
ENSMUSG00000041881	Ndufa7	ENSG00000267855	NDUFA7
ENSMUSG00000041881	Ndufa7	ENSG00000167774	
ENSMUSG00000002416	Ndufb2	ENSG00000090266	NDUFB2
ENSMUSG00000022820	Ndufb4	ENSG00000065518	NDUFB4
ENSMUSG00000071014	Ndufb6	ENSG00000165264	NDUFB6
ENSMUSG00000022354	Ndufb9	ENSG00000147684	NDUFB9
ENSMUSG00000030647	Ndufc2	ENSG00000259112	NDUFC2-KCTD14
ENSMUSG00000030647	Ndufc2	ENSG00000151366	NDUFC2
ENSMUSG00000025968	Ndufs1	ENSG00000023228	NDUFS1
ENSMUSG00000013593	Ndufs2	ENSG00000158864	NDUFS2
ENSMUSG00000005510	Ndufs3	ENSG00000213619	NDUFS3
ENSMUSG00000021764	Ndufs4	ENSG00000164258	NDUFS4
ENSMUSG00000021606	Ndufs6	ENSG00000145494	NDUFS6
ENSMUSG00000020153	Ndufs7	ENSG00000115286	NDUFS7
ENSMUSG00000059734	Ndufs8	ENSG00000110717	NDUFS8
ENSMUSG00000024099	Ndufv2	ENSG00000178127	NDUFV2
ENSMUSG00000032216	Nedd4	ENSG00000069869	NEDD4
ENSMUSG00000010376	Nedd8	ENSG00000129559	NEDD8
ENSMUSG00000008575	Nfib	ENSG00000147862	NFIB
ENSMUSG00000020857	Nme2	ENSG00000243678	NME2
ENSMUSG00000027133	Nop10	ENSG00000182117	NOP10
ENSMUSG00000057113	Npm1	ENSG00000181163	NPM1
ENSMUSG00000032336	Nptn	ENSG00000156642	NPTN
ENSMUSG00000025810	Nrp1	ENSG00000099250	NRP1
ENSMUSG00000020029	Nudt4	ENSG00000177144	NUDT4B
ENSMUSG00000020029	Nudt4	ENSG00000173598	NUDT4
ENSMUSG00000010097	Nxf1	ENSG00000162231	NXF1
ENSMUSG00000030934	Oat	ENSG00000065154	OAT
ENSMUSG00000029152	Ociad1	ENSG00000109180	OCIAD1
ENSMUSG00000020456	Ogdh	ENSG00000105953	OGDH
ENSMUSG00000041084	Ostc	ENSG00000198856	OSTC
ENSMUSG00000024767	Otub1	ENSG00000167770	OTUB1
ENSMUSG00000025130	P4hb	ENSG00000185624	P4HB
ENSMUSG00000022283	Pabpc1		
ENSMUSG00000022194	Pabpn1	ENSG00000100836	PABPN1
ENSMUSG00000020745	Pafah1b1	ENSG00000007168	PAFAH1B1
ENSMUSG00000005447	Pafah1b3	ENSG00000079462	PAFAH1B3
ENSMUSG00000029247	Paics	ENSG00000128050	PAICS
ENSMUSG00000058056	Palld	ENSG00000129116	PALLD
ENSMUSG00000028964	Park7	ENSG00000116288	PARK7
ENSMUSG00000030770	Parva	ENSG00000197702	PARVA
ENSMUSG00000051695	Pcbp1	ENSG00000169564	PCBP1
ENSMUSG00000027248	Pdia3	ENSG00000167004	PDIA3
ENSMUSG00000025823	Pdia4	ENSG00000155660	PDIA4
ENSMUSG00000006494	Pdk1	ENSG00000152256	PDK1
ENSMUSG00000021493	Pdlim7	ENSG00000196923	PDLIM7
ENSMUSG00000002265	Peg3	ENSG00000198300	PEG3
ENSMUSG00000001289	Pfdn5	ENSG00000123349	PFDN5
ENSMUSG00000020277	Pfkl	ENSG00000141959	PFKL
ENSMUSG00000062070	Pgk1	ENSG00000102144	PGK1
ENSMUSG00000029171	Pgm2	ENSG00000169299	PGM2
ENSMUSG00000062866	Phactr2	ENSG00000112419	PHACTR2
ENSMUSG00000004264	Phb2	ENSG00000215021	PHB2
ENSMUSG00000036504	Phpt1	ENSG00000054148	PHPT1
ENSMUSG00000032294	Pkm	ENSG00000067225	PKM
ENSMUSG00000015745	Plekho1	ENSG00000023902	PLEKHO1
ENSMUSG00000028675	Pnrc2	ENSG00000189266	PNRC2
ENSMUSG00000029649	Pomp	ENSG00000132963	POMP
ENSMUSG00000024538	Ppic	ENSG00000168938	PPIC
ENSMUSG00000021868	Ppif	ENSG00000108179	PPIF
ENSMUSG00000040385	Ppp1ca	ENSG00000172531	PPP1CA
ENSMUSG00000067279	Ppp1r3c	ENSG00000119938	PPP1R3C
ENSMUSG00000020349	Ppp2ca	ENSG00000113575	PPP2CA
ENSMUSG00000009630	Ppp2cb	ENSG00000104695	PPP2CB
ENSMUSG00000007564	Ppp2r1a	ENSG00000105568	PPP2R1A
ENSMUSG00000038943	Prc1	ENSG00000198901	PRC1
ENSMUSG00000028691	Prdx1	ENSG00000117450	PRDX1
ENSMUSG00000026701	Prdx6	ENSG00000117592	PRDX6
ENSMUSG00000021486	Prelid1		
ENSMUSG00000109324	Prmt1	ENSG00000126457	PRMT1
ENSMUSG00000079037	Prnp	ENSG00000171867	PRNP
ENSMUSG00000024735	Prpf19	ENSG00000110107	PRPF19
ENSMUSG00000024393	Prrc2a	ENSG00000204469	PRRC2A
ENSMUSG00000030751	Psma1	ENSG00000256206	
ENSMUSG00000021024	Psma6	ENSG00000100902	PSMA6
ENSMUSG00000027566	Psma7	ENSG00000101182	PSMA7
ENSMUSG00000005779	Psmb4	ENSG00000159377	PSMB4
ENSMUSG00000026750	Psmb7	ENSG00000136930	PSMB7
ENSMUSG00000021178	Psmc1	ENSG00000100764	PSMC1
ENSMUSG00000002102	Psmc3	ENSG00000165916	PSMC3
ENSMUSG00000030603	Psmc4	ENSG00000013275	PSMC4
ENSMUSG00000021737	Psmd6	ENSG00000163636	PSMD6
ENSMUSG00000022216	Psme1	ENSG00000092010	PSME1
ENSMUSG00000026238	Ptma		
ENSMUSG00000038502	Ptov1	ENSG00000104960	PTOV1
ENSMUSG00000028788	Ptp4a2	ENSG00000184007	PTP4A2
ENSMUSG00000002524	Puf60	ENSG00000179950	PUF60
ENSMUSG00000033059	Pygb	ENSG00000100994	PYGB
ENSMUSG00000062078	Qk	ENSG00000112531	QKI
ENSMUSG00000020671	Rab10	ENSG00000084733	RAB10
ENSMUSG00000004771	Rab11a	ENSG00000103769	RAB11A
ENSMUSG00000026878	Rab14	ENSG00000119396	RAB14
ENSMUSG00000024870	Rab1b	ENSG00000174903	RAB1B
ENSMUSG00000047187	Rab2a	ENSG00000104388	RAB2A
ENSMUSG00000079477	Rab7	ENSG00000075785	RAB7A
ENSMUSG00000003380	Rabac1	ENSG00000105404	RABAC1
ENSMUSG00000001847	Rac1	ENSG00000136238	RAC1
ENSMUSG00000028426	Rad23b	ENSG00000119318	RAD23B
ENSMUSG00000004451	Ralb	ENSG00000144118	RALB
ENSMUSG00000005732	Ranbp1	ENSG00000099901	RANBP1
ENSMUSG00000052681	Rap1b	ENSG00000127314	RAP1B
ENSMUSG00000057236	Rbbp4	ENSG00000162521	RBBP4
ENSMUSG00000031353	Rbbp7	ENSG00000102054	RBBP7
ENSMUSG00000027620	Rbm39	ENSG00000131051	RBM39
ENSMUSG00000031586	Rbpms	ENSG00000157110	RBPMS
ENSMUSG00000022951	Rcan1	ENSG00000159200	RCAN1
ENSMUSG00000005973	Rcn1	ENSG00000285283	
ENSMUSG00000005973	Rcn1	ENSG00000049449	RCN1
ENSMUSG00000019539	Rcn3		
ENSMUSG00000032050	Rdx	ENSG00000137710	RDX
ENSMUSG00000005873	Reep5	ENSG00000129625	REEP5
ENSMUSG00000028945	Rheb	ENSG00000106615	RHEB
ENSMUSG00000007815	Rhoa	ENSG00000067560	RHOA
ENSMUSG00000002233	Rhoc	ENSG00000155366	RHOC
ENSMUSG00000037805	Rpl10a	ENSG00000198755	RPL10A
ENSMUSG00000059291	Rpl11	ENSG00000142676	RPL11
ENSMUSG00000038900	Rpl12		
ENSMUSG00000000740	Rpl13	ENSG00000167526	RPL13
ENSMUSG00000025794	Rpl14		
ENSMUSG00000046364	Rpl27a		
ENSMUSG00000030432	Rpl28	ENSG00000108107	RPL28
ENSMUSG00000073702	Rpl31		
ENSMUSG00000057841	Rpl32	ENSG00000144713	RPL32
ENSMUSG00000062006	Rpl34	ENSG00000109475	RPL34
ENSMUSG00000062997	Rpl35	ENSG00000136942	RPL35
ENSMUSG00000049751	Rpl36al		
ENSMUSG00000041841	Rpl37	ENSG00000145592	RPL37
ENSMUSG00000046330	Rpl37a	ENSG00000197756	RPL37A
ENSMUSG00000057322	Rpl38	ENSG00000172809	RPL38
ENSMUSG00000032399	Rpl4		
ENSMUSG00000029614	Rpl6	ENSG00000089009	RPL6
ENSMUSG00000003970	Rpl8	ENSG00000161016	RPL8
ENSMUSG00000067274	Rplp0	ENSG00000089157	RPLP0
ENSMUSG00000007892	Rplp1	ENSG00000137818	RPLP1
ENSMUSG00000025508	Rplp2	ENSG00000177600	RPLP2
ENSMUSG00000003429	Rps11	ENSG00000142534	RPS11
ENSMUSG00000037563	Rps16	ENSG00000105193	RPS16
ENSMUSG00000061787	Rps17		
ENSMUSG00000039001	Rps21	ENSG00000171858	RPS21
ENSMUSG00000025290	Rps24	ENSG00000138326	RPS24
ENSMUSG00000067288	Rps28	ENSG00000233927	RPS28
ENSMUSG00000030744	Rps3		
ENSMUSG00000028081	Rps3a1	ENSG00000145425	RPS3A
ENSMUSG00000012848	Rps5	ENSG00000083845	RPS5
ENSMUSG00000061477	Rps7	ENSG00000171863	RPS7
ENSMUSG00000047675	Rps8		
ENSMUSG00000005846	Rsl1d1	ENSG00000171490	RSL1D1
ENSMUSG00000026727	Rsu1	ENSG00000148484	RSU1
ENSMUSG00000024758	Rtn3	ENSG00000133318	RTN3
ENSMUSG00000041959	S100a10	ENSG00000197747	S100A10
ENSMUSG00000052833	Sae1	ENSG00000142230	SAE1
ENSMUSG00000022437	Samm50	ENSG00000100347	SAMM50
ENSMUSG00000025203	Scd2	ENSG00000099194	SCD
ENSMUSG00000009863	Sdhb	ENSG00000117118	SDHB
ENSMUSG00000058076	Sdhc	ENSG00000143252	SDHC
ENSMUSG00000000171	Sdhd	ENSG00000255292	
ENSMUSG00000000171	Sdhd	ENSG00000204370	SDHD
ENSMUSG00000030298	Sec13	ENSG00000157020	SEC13
ENSMUSG00000035325	Sec31a	ENSG00000138674	SEC31A
ENSMUSG00000030082	Sec61a1	ENSG00000058262	SEC61A1
ENSMUSG00000036371	Serbp1	ENSG00000142864	SERBP1
ENSMUSG00000074884	Serf2		
ENSMUSG00000070436	Serpinh1	ENSG00000149257	SERPINH1
ENSMUSG00000024853	Sf3b2	ENSG00000087365	SF3B2
